,age,height,weight,overall_rating,potential,total_attack,total_skill,total_movement,total_power,total_mentality,total_defending,total_goalkeeping,player_fifa_api_id,player_name
175472,24.0,180.34,165,68.0,71.0,242.0,265.0,330.0,301.0,331.0,219.0,137.0,146936,Ustaritz
175466,28.0,180.34,165,72.0,74.0,252.0,248.0,311.0,301.0,281.0,228.0,42.0,146936,Ustaritz
175470,26.0,180.34,165,69.0,71.0,245.0,266.0,317.0,282.0,326.0,222.0,133.0,146936,Ustaritz
175465,28.0,180.34,165,71.0,71.0,245.0,245.0,250.0,265.0,292.0,224.0,42.0,146936,Ustaritz
175460,31.0,180.34,165,66.0,66.0,221.0,225.0,248.0,262.0,258.0,206.0,42.0,146936,Ustaritz
175463,31.0,180.34,165,68.0,68.0,225.0,225.0,250.0,263.0,261.0,216.0,42.0,146936,Ustaritz
175462,31.0,180.34,165,67.0,67.0,225.0,225.0,254.0,269.0,258.0,210.0,42.0,146936,Ustaritz
175461,31.0,180.34,165,67.0,67.0,225.0,225.0,254.0,262.0,258.0,210.0,42.0,146936,Ustaritz
175459,31.0,180.34,165,66.0,66.0,221.0,225.0,248.0,262.0,256.0,206.0,42.0,146936,Ustaritz
175458,31.0,180.34,165,66.0,66.0,221.0,225.0,325.0,262.0,253.0,200.0,42.0,146936,Ustaritz
175457,31.0,180.34,165,65.0,65.0,219.0,230.0,325.0,261.0,252.0,198.0,42.0,146936,Ustaritz
175456,31.0,180.34,165,65.0,65.0,219.0,230.0,325.0,261.0,252.0,198.0,42.0,146936,Ustaritz
175464,29.0,180.34,165,68.0,68.0,225.0,225.0,250.0,263.0,261.0,216.0,42.0,146936,Ustaritz
175620,26.0,185.42,176,70.0,75.0,86.0,102.0,247.0,223.0,92.0,36.0,354.0,183722,Vagner
175626,20.0,185.42,176,65.0,70.0,86.0,102.0,251.0,233.0,138.0,36.0,327.0,183722,Vagner
175625,26.0,185.42,176,65.0,70.0,86.0,102.0,251.0,233.0,138.0,36.0,327.0,183722,Vagner
175624,26.0,185.42,176,69.0,70.0,86.0,102.0,251.0,233.0,138.0,36.0,347.0,183722,Vagner
175623,26.0,185.42,176,70.0,75.0,86.0,102.0,258.0,233.0,138.0,36.0,350.0,183722,Vagner
175622,26.0,185.42,176,70.0,75.0,86.0,102.0,247.0,223.0,116.0,36.0,350.0,183722,Vagner
175621,26.0,185.42,176,70.0,75.0,86.0,102.0,247.0,223.0,92.0,36.0,350.0,183722,Vagner
175619,26.0,185.42,176,71.0,76.0,86.0,102.0,251.0,223.0,92.0,36.0,357.0,183722,Vagner
175615,28.0,185.42,176,74.0,74.0,135.0,133.0,269.0,236.0,141.0,75.0,366.0,183722,Vagner
175617,27.0,185.42,176,72.0,76.0,135.0,133.0,251.0,236.0,141.0,75.0,359.0,183722,Vagner
175616,28.0,185.42,176,75.0,75.0,135.0,133.0,269.0,236.0,141.0,75.0,369.0,183722,Vagner
175618,27.0,185.42,176,71.0,76.0,135.0,133.0,251.0,236.0,141.0,75.0,357.0,183722,Vagner
175614,28.0,185.42,176,73.0,73.0,135.0,133.0,267.0,236.0,141.0,75.0,362.0,183722,Vagner
175613,29.0,185.42,176,74.0,74.0,91.0,107.0,268.0,225.0,134.0,39.0,365.0,183722,Vagner
175612,29.0,185.42,176,73.0,73.0,91.0,107.0,268.0,223.0,134.0,39.0,358.0,183722,Vagner
175611,29.0,185.42,176,72.0,72.0,91.0,107.0,268.0,223.0,134.0,39.0,356.0,183722,Vagner
175656,23.0,177.8,172,63.0,71.0,269.0,253.0,313.0,330.0,232.0,47.0,56.0,212584,Valdinho
175657,17.0,177.8,172,63.0,71.0,269.0,253.0,313.0,330.0,232.0,47.0,56.0,212584,Valdinho
175655,23.0,177.8,172,62.0,69.0,276.0,257.0,322.0,318.0,242.0,47.0,56.0,212584,Valdinho
175668,30.0,182.88,172,75.0,75.0,331.0,347.0,377.0,328.0,295.0,74.0,67.0,47483,Valdo
175676,25.0,182.88,172,79.0,79.0,365.0,382.0,410.0,376.0,375.0,132.0,104.0,47483,Valdo
175675,26.0,182.88,172,78.0,78.0,368.0,374.0,402.0,367.0,373.0,102.0,156.0,47483,Valdo
175674,27.0,182.88,172,78.0,80.0,368.0,374.0,402.0,367.0,373.0,102.0,156.0,47483,Valdo
175673,28.0,182.88,172,76.0,81.0,358.0,372.0,398.0,347.0,353.0,74.0,153.0,47483,Valdo
175672,28.0,182.88,172,75.0,81.0,346.0,368.0,396.0,342.0,353.0,74.0,151.0,47483,Valdo
175671,29.0,182.88,172,74.0,81.0,326.0,351.0,396.0,328.0,285.0,74.0,67.0,47483,Valdo
175670,29.0,182.88,172,73.0,81.0,333.0,343.0,388.0,337.0,285.0,74.0,67.0,47483,Valdo
175667,31.0,182.88,172,75.0,75.0,345.0,347.0,373.0,337.0,290.0,82.0,67.0,47483,Valdo
175669,30.0,182.88,172,75.0,75.0,329.0,345.0,368.0,338.0,290.0,74.0,67.0,47483,Valdo
175665,31.0,182.88,172,73.0,73.0,343.0,342.0,358.0,319.0,281.0,84.0,67.0,47483,Valdo
175664,31.0,182.88,172,73.0,73.0,342.0,342.0,358.0,319.0,279.0,84.0,67.0,47483,Valdo
175663,31.0,182.88,172,68.0,68.0,334.0,341.0,353.0,319.0,279.0,84.0,67.0,47483,Valdo
175662,31.0,182.88,172,68.0,68.0,328.0,334.0,349.0,324.0,279.0,84.0,67.0,47483,Valdo
175661,31.0,182.88,172,68.0,68.0,327.0,334.0,344.0,322.0,279.0,84.0,67.0,47483,Valdo
175660,32.0,182.88,172,68.0,68.0,327.0,334.0,344.0,322.0,279.0,84.0,67.0,47483,Valdo
175659,33.0,182.88,172,68.0,68.0,327.0,334.0,344.0,322.0,279.0,84.0,67.0,47483,Valdo
175658,34.0,182.88,172,68.0,68.0,327.0,334.0,344.0,322.0,279.0,84.0,67.0,47483,Valdo
175666,31.0,182.88,172,73.0,73.0,345.0,342.0,359.0,319.0,281.0,84.0,67.0,47483,Valdo
175684,27.0,190.5,192,71.0,73.0,242.0,178.0,251.0,287.0,340.0,215.0,115.0,136074,Valdomiro
175683,28.0,190.5,192,71.0,73.0,242.0,178.0,251.0,287.0,340.0,215.0,115.0,136074,Valdomiro
175682,30.0,190.5,192,71.0,73.0,242.0,178.0,251.0,287.0,340.0,215.0,115.0,136074,Valdomiro
175681,30.0,190.5,192,69.0,73.0,234.0,183.0,227.0,294.0,274.0,215.0,47.0,136074,Valdomiro
175679,32.0,190.5,192,69.0,69.0,234.0,183.0,227.0,294.0,274.0,215.0,47.0,136074,Valdomiro
175678,33.0,190.5,192,69.0,69.0,234.0,183.0,194.0,260.0,274.0,215.0,47.0,136074,Valdomiro
175677,33.0,190.5,192,71.0,71.0,237.0,183.0,213.0,258.0,289.0,221.0,47.0,136074,Valdomiro
175680,31.0,190.5,192,69.0,69.0,234.0,183.0,227.0,294.0,274.0,215.0,47.0,136074,Valdomiro
176137,19.0,175.26,150,62.0,72.0,237.0,270.0,374.0,267.0,276.0,181.0,59.0,214929,Varela
176140,18.0,175.26,150,59.0,72.0,229.0,270.0,368.0,267.0,274.0,169.0,59.0,214929,Varela
176139,19.0,175.26,150,59.0,72.0,229.0,270.0,368.0,267.0,274.0,169.0,59.0,214929,Varela
176141,12.0,175.26,150,59.0,72.0,229.0,270.0,368.0,267.0,274.0,169.0,59.0,214929,Varela
176138,19.0,175.26,150,62.0,72.0,237.0,270.0,374.0,267.0,276.0,181.0,59.0,214929,Varela
176136,19.0,175.26,150,62.0,72.0,237.0,270.0,374.0,267.0,280.0,177.0,59.0,214929,Varela
176132,20.0,175.26,150,71.0,81.0,265.0,315.0,387.0,299.0,298.0,219.0,64.0,214929,Varela
176134,20.0,175.26,150,66.0,76.0,257.0,273.0,383.0,273.0,280.0,196.0,59.0,214929,Varela
176133,20.0,175.26,150,66.0,76.0,257.0,294.0,383.0,273.0,288.0,196.0,59.0,214929,Varela
176131,20.0,175.26,150,71.0,81.0,265.0,315.0,386.0,298.0,298.0,219.0,64.0,214929,Varela
176130,21.0,175.26,150,71.0,81.0,265.0,315.0,386.0,299.0,298.0,219.0,64.0,214929,Varela
176135,19.0,175.26,150,62.0,72.0,237.0,270.0,381.0,273.0,280.0,177.0,59.0,214929,Varela
176443,20.0,180.34,172,63.0,70.0,273.0,311.0,300.0,326.0,347.0,161.0,139.0,142454,Verza
176442,21.0,180.34,172,63.0,70.0,273.0,311.0,300.0,326.0,347.0,161.0,139.0,142454,Verza
176441,22.0,180.34,172,63.0,70.0,293.0,321.0,301.0,310.0,347.0,158.0,149.0,142454,Verza
176440,23.0,180.34,172,67.0,70.0,319.0,335.0,301.0,310.0,347.0,158.0,163.0,142454,Verza
176439,23.0,180.34,172,65.0,71.0,307.0,348.0,300.0,306.0,306.0,158.0,57.0,142454,Verza
176438,24.0,180.34,172,64.0,71.0,305.0,346.0,294.0,305.0,303.0,158.0,57.0,142454,Verza
176437,24.0,180.34,172,64.0,66.0,291.0,334.0,283.0,306.0,308.0,159.0,57.0,142454,Verza
176436,25.0,180.34,172,66.0,69.0,291.0,345.0,283.0,317.0,313.0,167.0,57.0,142454,Verza
176435,25.0,180.34,172,67.0,69.0,286.0,343.0,280.0,345.0,317.0,167.0,57.0,142454,Verza
176434,26.0,180.34,172,69.0,71.0,287.0,344.0,280.0,353.0,339.0,167.0,57.0,142454,Verza
176432,26.0,180.34,172,70.0,72.0,292.0,352.0,294.0,351.0,332.0,171.0,57.0,142454,Verza
176433,26.0,180.34,172,70.0,71.0,289.0,345.0,295.0,352.0,332.0,171.0,57.0,142454,Verza
176430,27.0,180.34,172,74.0,77.0,304.0,361.0,295.0,362.0,358.0,190.0,57.0,142454,Verza
176431,27.0,180.34,172,70.0,72.0,292.0,352.0,294.0,351.0,349.0,171.0,57.0,142454,Verza
176422,29.0,180.34,172,75.0,75.0,338.0,385.0,319.0,366.0,369.0,202.0,62.0,142454,Verza
176423,29.0,180.34,172,76.0,76.0,339.0,388.0,322.0,376.0,369.0,202.0,62.0,142454,Verza
176424,29.0,180.34,172,76.0,76.0,339.0,388.0,322.0,376.0,369.0,202.0,62.0,142454,Verza
176421,29.0,180.34,172,75.0,75.0,338.0,386.0,319.0,367.0,368.0,202.0,62.0,142454,Verza
176426,28.0,180.34,172,74.0,74.0,331.0,361.0,295.0,360.0,358.0,190.0,57.0,142454,Verza
176427,28.0,180.34,172,74.0,74.0,304.0,361.0,295.0,360.0,358.0,190.0,57.0,142454,Verza
176428,28.0,180.34,172,74.0,74.0,304.0,361.0,295.0,362.0,358.0,190.0,57.0,142454,Verza
176429,28.0,180.34,172,74.0,74.0,304.0,361.0,295.0,362.0,358.0,190.0,57.0,142454,Verza
176425,28.0,180.34,172,76.0,76.0,339.0,388.0,317.0,375.0,369.0,202.0,62.0,142454,Verza
176563,29.0,177.8,159,79.0,74.0,351.0,394.0,376.0,331.0,332.0,58.0,57.0,111010,Vicente
176569,25.0,177.8,159,88.0,89.0,367.0,421.0,405.0,321.0,405.0,67.0,102.0,111010,Vicente
176568,26.0,177.8,159,86.0,91.0,362.0,415.0,400.0,352.0,395.0,126.0,149.0,111010,Vicente
176567,27.0,177.8,159,81.0,74.0,374.0,407.0,379.0,350.0,364.0,138.0,144.0,111010,Vicente
176566,27.0,177.8,159,82.0,74.0,374.0,407.0,386.0,350.0,364.0,138.0,144.0,111010,Vicente
176565,28.0,177.8,159,82.0,74.0,371.0,407.0,387.0,349.0,363.0,66.0,144.0,111010,Vicente
176564,28.0,177.8,159,79.0,74.0,351.0,394.0,384.0,334.0,359.0,66.0,143.0,111010,Vicente
176561,30.0,177.8,159,74.0,74.0,351.0,394.0,355.0,328.0,322.0,58.0,57.0,111010,Vicente
176562,29.0,177.8,159,74.0,74.0,351.0,394.0,355.0,328.0,322.0,58.0,57.0,111010,Vicente
176559,31.0,177.8,159,71.0,71.0,316.0,384.0,347.0,281.0,319.0,58.0,57.0,111010,Vicente
176558,31.0,177.8,159,72.0,72.0,316.0,384.0,348.0,281.0,319.0,58.0,57.0,111010,Vicente
176557,31.0,177.8,159,72.0,72.0,314.0,381.0,348.0,281.0,319.0,58.0,57.0,111010,Vicente
176556,31.0,177.8,159,72.0,72.0,314.0,381.0,348.0,281.0,319.0,58.0,57.0,111010,Vicente
176555,31.0,177.8,159,72.0,72.0,314.0,384.0,348.0,271.0,319.0,58.0,57.0,111010,Vicente
176554,31.0,177.8,159,72.0,72.0,314.0,384.0,348.0,271.0,319.0,58.0,57.0,111010,Vicente
176553,31.0,177.8,159,72.0,72.0,314.0,384.0,348.0,271.0,319.0,58.0,57.0,111010,Vicente
176560,31.0,177.8,159,71.0,71.0,316.0,384.0,347.0,281.0,319.0,58.0,57.0,111010,Vicente
177178,21.0,172.72,161,75.0,85.0,306.0,367.0,377.0,339.0,349.0,90.0,84.0,177553,Vieirinha
177166,27.0,172.72,161,77.0,81.0,358.0,369.0,411.0,354.0,321.0,106.0,56.0,177553,Vieirinha
177167,27.0,172.72,161,77.0,81.0,356.0,369.0,411.0,354.0,321.0,106.0,56.0,177553,Vieirinha
177168,27.0,172.72,161,77.0,81.0,353.0,372.0,410.0,356.0,322.0,101.0,56.0,177553,Vieirinha
177169,26.0,172.72,161,77.0,81.0,355.0,376.0,410.0,356.0,323.0,101.0,56.0,177553,Vieirinha
177170,26.0,172.72,161,78.0,81.0,357.0,376.0,408.0,362.0,323.0,101.0,56.0,177553,Vieirinha
177176,22.0,172.72,161,73.0,81.0,320.0,357.0,375.0,342.0,343.0,90.0,128.0,177553,Vieirinha
177172,25.0,172.72,161,78.0,84.0,361.0,376.0,388.0,367.0,325.0,101.0,56.0,177553,Vieirinha
177173,24.0,172.72,161,79.0,88.0,372.0,377.0,385.0,371.0,338.0,101.0,56.0,177553,Vieirinha
177174,24.0,172.72,161,76.0,88.0,370.0,362.0,378.0,365.0,360.0,101.0,138.0,177553,Vieirinha
177165,27.0,172.72,161,78.0,81.0,358.0,372.0,421.0,358.0,326.0,106.0,56.0,177553,Vieirinha
177177,21.0,172.72,161,73.0,77.0,304.0,345.0,375.0,339.0,343.0,90.0,128.0,177553,Vieirinha
177171,25.0,172.72,161,78.0,81.0,361.0,376.0,420.0,364.0,323.0,101.0,56.0,177553,Vieirinha
177164,27.0,172.72,161,78.0,81.0,350.0,372.0,421.0,358.0,326.0,106.0,56.0,177553,Vieirinha
177175,23.0,172.72,161,75.0,86.0,330.0,363.0,375.0,355.0,347.0,90.0,134.0,177553,Vieirinha
177162,28.0,172.72,161,78.0,80.0,350.0,372.0,421.0,358.0,326.0,106.0,56.0,177553,Vieirinha
177163,28.0,172.72,161,78.0,80.0,350.0,372.0,421.0,358.0,326.0,106.0,56.0,177553,Vieirinha
177151,30.0,172.72,161,80.0,80.0,339.0,382.0,412.0,355.0,371.0,197.0,61.0,177553,Vieirinha
177152,29.0,172.72,161,80.0,80.0,339.0,382.0,412.0,355.0,369.0,195.0,61.0,177553,Vieirinha
177150,30.0,172.72,161,80.0,80.0,339.0,382.0,412.0,355.0,371.0,197.0,61.0,177553,Vieirinha
177154,29.0,172.72,161,78.0,78.0,343.0,372.0,415.0,356.0,360.0,190.0,56.0,177553,Vieirinha
177155,29.0,172.72,161,78.0,78.0,350.0,372.0,415.0,355.0,355.0,184.0,56.0,177553,Vieirinha
177153,29.0,172.72,161,80.0,80.0,339.0,379.0,412.0,355.0,366.0,195.0,61.0,177553,Vieirinha
177157,29.0,172.72,161,78.0,78.0,350.0,372.0,415.0,355.0,349.0,174.0,56.0,177553,Vieirinha
177158,29.0,172.72,161,78.0,78.0,350.0,372.0,415.0,355.0,341.0,136.0,56.0,177553,Vieirinha
177159,28.0,172.72,161,78.0,78.0,350.0,372.0,415.0,355.0,332.0,120.0,56.0,177553,Vieirinha
177160,28.0,172.72,161,78.0,78.0,350.0,372.0,416.0,355.0,326.0,120.0,56.0,177553,Vieirinha
177161,28.0,172.72,161,78.0,78.0,350.0,372.0,416.0,355.0,326.0,106.0,56.0,177553,Vieirinha
177156,29.0,172.72,161,78.0,78.0,350.0,372.0,415.0,355.0,349.0,174.0,56.0,177553,Vieirinha
177778,21.0,182.88,172,63.0,72.0,256.0,327.0,367.0,340.0,287.0,185.0,41.0,216410,Vinicius
177775,21.0,182.88,172,62.0,72.0,256.0,327.0,367.0,340.0,261.0,185.0,41.0,216410,Vinicius
177776,21.0,182.88,172,62.0,72.0,256.0,327.0,367.0,340.0,271.0,185.0,41.0,216410,Vinicius
177777,21.0,182.88,172,62.0,72.0,256.0,327.0,367.0,340.0,275.0,185.0,41.0,216410,Vinicius
177779,21.0,182.88,172,63.0,77.0,261.0,332.0,367.0,341.0,292.0,188.0,46.0,216410,Vinicius
177785,13.0,182.88,172,67.0,82.0,267.0,355.0,371.0,343.0,299.0,202.0,46.0,216410,Vinicius
177781,20.0,182.88,172,63.0,77.0,261.0,332.0,367.0,341.0,292.0,188.0,46.0,216410,Vinicius
177782,20.0,182.88,172,63.0,82.0,261.0,332.0,367.0,341.0,292.0,188.0,46.0,216410,Vinicius
177783,20.0,182.88,172,63.0,82.0,261.0,332.0,367.0,341.0,292.0,188.0,46.0,216410,Vinicius
177784,20.0,182.88,172,67.0,82.0,267.0,355.0,371.0,343.0,299.0,202.0,46.0,216410,Vinicius
177774,22.0,182.88,172,62.0,72.0,256.0,327.0,367.0,340.0,261.0,185.0,41.0,216410,Vinicius
177780,20.0,182.88,172,63.0,77.0,261.0,332.0,367.0,341.0,292.0,188.0,46.0,216410,Vinicius
177773,22.0,182.88,172,66.0,74.0,261.0,332.0,368.0,342.0,266.0,196.0,46.0,216410,Vinicius
177767,24.0,185.42,163,62.0,67.0,310.0,303.0,302.0,335.0,303.0,185.0,47.0,177905,Vinicius
177771,22.0,182.88,172,67.0,71.0,261.0,332.0,368.0,342.0,271.0,198.0,46.0,216410,Vinicius
177770,22.0,182.88,172,67.0,71.0,261.0,332.0,368.0,342.0,271.0,198.0,46.0,216410,Vinicius
177769,20.0,185.42,163,62.0,67.0,310.0,303.0,302.0,335.0,303.0,185.0,47.0,177905,Vinicius
177768,24.0,185.42,163,62.0,67.0,310.0,303.0,302.0,335.0,303.0,185.0,47.0,177905,Vinicius
177766,25.0,185.42,163,63.0,69.0,311.0,299.0,296.0,332.0,317.0,191.0,47.0,177905,Vinicius
177765,25.0,185.42,163,63.0,69.0,311.0,299.0,296.0,332.0,317.0,191.0,47.0,177905,Vinicius
177764,26.0,185.42,163,67.0,73.0,332.0,317.0,325.0,345.0,333.0,200.0,47.0,177905,Vinicius
177763,26.0,185.42,163,67.0,73.0,332.0,317.0,325.0,351.0,333.0,196.0,47.0,177905,Vinicius
177762,27.0,185.42,163,67.0,73.0,325.0,313.0,329.0,364.0,336.0,196.0,47.0,177905,Vinicius
177761,27.0,185.42,163,67.0,73.0,325.0,313.0,329.0,364.0,336.0,196.0,47.0,177905,Vinicius
177760,27.0,185.42,163,67.0,73.0,325.0,313.0,329.0,364.0,336.0,196.0,47.0,177905,Vinicius
177772,22.0,182.88,172,66.0,70.0,261.0,332.0,368.0,342.0,266.0,196.0,46.0,216410,Vinicius
177922,23.0,182.88,174,72.0,79.0,313.0,353.0,353.0,345.0,300.0,69.0,60.0,199715,Vitolo
177924,23.0,182.88,174,73.0,76.0,312.0,352.0,357.0,343.0,301.0,63.0,60.0,199715,Vitolo
177923,23.0,182.88,174,73.0,79.0,313.0,353.0,355.0,345.0,300.0,63.0,60.0,199715,Vitolo
177925,23.0,182.88,174,72.0,76.0,307.0,321.0,355.0,345.0,289.0,55.0,60.0,199715,Vitolo
177931,17.0,182.88,174,61.0,67.0,263.0,284.0,322.0,287.0,245.0,58.0,60.0,199715,Vitolo
177928,21.0,182.88,174,67.0,72.0,268.0,307.0,347.0,315.0,240.0,55.0,60.0,199715,Vitolo
177929,21.0,182.88,174,67.0,71.0,285.0,310.0,351.0,324.0,245.0,58.0,60.0,199715,Vitolo
177930,20.0,182.88,174,61.0,67.0,263.0,284.0,322.0,287.0,245.0,58.0,60.0,199715,Vitolo
177921,23.0,182.88,174,72.0,79.0,313.0,353.0,353.0,345.0,300.0,69.0,60.0,199715,Vitolo
177926,22.0,182.88,174,70.0,74.0,301.0,301.0,356.0,349.0,288.0,55.0,60.0,199715,Vitolo
177920,24.0,182.88,174,72.0,79.0,313.0,353.0,353.0,345.0,300.0,69.0,60.0,199715,Vitolo
177927,22.0,182.88,174,68.0,74.0,277.0,310.0,348.0,321.0,250.0,55.0,60.0,199715,Vitolo
177918,24.0,182.88,174,73.0,79.0,313.0,355.0,353.0,345.0,296.0,69.0,60.0,199715,Vitolo
177909,26.0,182.88,174,81.0,83.0,360.0,378.0,376.0,351.0,320.0,69.0,65.0,199715,Vitolo
177911,25.0,182.88,174,81.0,84.0,360.0,378.0,376.0,351.0,320.0,69.0,65.0,199715,Vitolo
177912,25.0,182.88,174,81.0,84.0,359.0,378.0,379.0,352.0,320.0,69.0,65.0,199715,Vitolo
177919,24.0,182.88,174,72.0,79.0,313.0,353.0,353.0,345.0,300.0,69.0,60.0,199715,Vitolo
177910,26.0,182.88,174,81.0,83.0,360.0,378.0,376.0,351.0,320.0,69.0,65.0,199715,Vitolo
177914,25.0,182.88,174,79.0,82.0,341.0,372.0,371.0,352.0,315.0,66.0,60.0,199715,Vitolo
177915,25.0,182.88,174,78.0,81.0,335.0,369.0,366.0,351.0,314.0,66.0,60.0,199715,Vitolo
177916,25.0,182.88,174,77.0,80.0,335.0,369.0,358.0,351.0,314.0,66.0,60.0,199715,Vitolo
177917,24.0,182.88,174,77.0,80.0,335.0,369.0,358.0,351.0,314.0,66.0,60.0,199715,Vitolo
177913,25.0,182.88,174,81.0,84.0,359.0,378.0,379.0,352.0,320.0,69.0,65.0,199715,Vitolo
178000,29.0,170.18,150,72.0,75.0,334.0,362.0,378.0,349.0,340.0,154.0,36.0,13127,Vitor
178007,23.0,170.18,150,64.0,69.0,271.0,321.0,365.0,321.0,303.0,126.0,36.0,13127,Vitor
178006,27.0,170.18,150,64.0,69.0,271.0,321.0,365.0,321.0,303.0,126.0,36.0,13127,Vitor
178005,28.0,170.18,150,64.0,69.0,278.0,321.0,365.0,321.0,303.0,126.0,36.0,13127,Vitor
178004,28.0,170.18,150,68.0,69.0,300.0,341.0,373.0,328.0,322.0,139.0,36.0,13127,Vitor
178003,29.0,170.18,150,71.0,75.0,330.0,353.0,372.0,349.0,333.0,154.0,36.0,13127,Vitor
178002,29.0,170.18,150,71.0,75.0,330.0,359.0,372.0,349.0,333.0,154.0,36.0,13127,Vitor
178001,29.0,170.18,150,71.0,75.0,332.0,362.0,373.0,346.0,340.0,154.0,36.0,13127,Vitor
177999,29.0,170.18,150,72.0,75.0,334.0,362.0,375.0,349.0,340.0,154.0,36.0,13127,Vitor
177997,29.0,170.18,150,72.0,75.0,334.0,362.0,374.0,358.0,342.0,154.0,36.0,13127,Vitor
177996,29.0,170.18,150,72.0,75.0,334.0,362.0,373.0,358.0,342.0,154.0,36.0,13127,Vitor
177995,30.0,170.18,150,72.0,72.0,334.0,362.0,373.0,358.0,342.0,154.0,36.0,13127,Vitor
177994,30.0,170.18,150,72.0,72.0,332.0,364.0,373.0,356.0,341.0,154.0,36.0,13127,Vitor
177993,30.0,170.18,150,71.0,71.0,329.0,362.0,373.0,352.0,341.0,154.0,36.0,13127,Vitor
177992,30.0,170.18,150,71.0,71.0,318.0,362.0,376.0,352.0,343.0,154.0,36.0,13127,Vitor
177991,30.0,170.18,150,71.0,71.0,318.0,362.0,376.0,350.0,344.0,154.0,36.0,13127,Vitor
177990,30.0,170.18,150,72.0,72.0,318.0,363.0,380.0,350.0,349.0,154.0,36.0,13127,Vitor
177998,29.0,170.18,150,72.0,75.0,334.0,362.0,375.0,358.0,340.0,154.0,36.0,13127,Vitor
178427,27.0,175.26,152,68.0,70.0,309.0,337.0,369.0,341.0,305.0,84.0,53.0,209474,Wagner
178434,19.0,175.26,152,69.0,73.0,319.0,356.0,395.0,344.0,286.0,84.0,53.0,209474,Wagner
178432,25.0,175.26,152,70.0,73.0,314.0,350.0,401.0,341.0,286.0,84.0,53.0,209474,Wagner
178431,25.0,175.26,152,70.0,73.0,313.0,349.0,399.0,341.0,286.0,84.0,53.0,209474,Wagner
178430,25.0,175.26,152,70.0,73.0,313.0,349.0,399.0,341.0,286.0,84.0,53.0,209474,Wagner
178429,26.0,175.26,152,70.0,72.0,309.0,337.0,398.0,341.0,305.0,84.0,53.0,209474,Wagner
178428,27.0,175.26,152,70.0,72.0,309.0,337.0,398.0,341.0,305.0,84.0,53.0,209474,Wagner
178426,27.0,175.26,152,67.0,70.0,306.0,328.0,369.0,325.0,305.0,84.0,53.0,209474,Wagner
178433,25.0,175.26,152,69.0,73.0,319.0,356.0,395.0,344.0,286.0,84.0,53.0,209474,Wagner
178424,27.0,175.26,152,67.0,70.0,304.0,318.0,369.0,323.0,293.0,84.0,53.0,209474,Wagner
178423,27.0,175.26,152,67.0,70.0,304.0,318.0,369.0,323.0,293.0,84.0,53.0,209474,Wagner
178422,28.0,175.26,152,71.0,71.0,311.0,330.0,392.0,325.0,301.0,87.0,58.0,209474,Wagner
178421,28.0,175.26,152,71.0,71.0,311.0,330.0,394.0,325.0,301.0,87.0,58.0,209474,Wagner
178420,28.0,175.26,152,70.0,70.0,307.0,329.0,392.0,320.0,297.0,87.0,58.0,209474,Wagner
178419,28.0,175.26,152,69.0,69.0,305.0,322.0,392.0,316.0,297.0,87.0,58.0,209474,Wagner
178418,29.0,175.26,152,69.0,69.0,305.0,322.0,392.0,316.0,297.0,87.0,58.0,209474,Wagner
178425,27.0,175.26,152,67.0,70.0,304.0,325.0,369.0,325.0,296.0,84.0,53.0,209474,Wagner
178584,19.0,175.26,161,66.0,78.0,280.0,302.0,356.0,287.0,311.0,205.0,54.0,204254,Wallace
178585,19.0,175.26,161,66.0,78.0,280.0,302.0,356.0,287.0,311.0,205.0,54.0,204254,Wallace
178586,18.0,175.26,161,67.0,78.0,280.0,302.0,363.0,287.0,311.0,205.0,54.0,204254,Wallace
178587,17.0,175.26,161,63.0,75.0,292.0,305.0,337.0,312.0,281.0,192.0,54.0,204254,Wallace
178588,17.0,175.26,161,63.0,75.0,292.0,305.0,348.0,312.0,301.0,192.0,54.0,204254,Wallace
178589,12.0,175.26,161,63.0,75.0,292.0,305.0,348.0,312.0,301.0,192.0,54.0,204254,Wallace
178590,22.0,190.5,183,74.0,82.0,221.0,209.0,285.0,284.0,251.0,228.0,58.0,216437,Wallace
178591,21.0,190.5,183,74.0,82.0,221.0,209.0,285.0,284.0,251.0,228.0,58.0,216437,Wallace
178595,21.0,190.5,183,67.0,75.0,204.0,193.0,274.0,274.0,231.0,211.0,53.0,216437,Wallace
178593,21.0,190.5,183,72.0,80.0,216.0,204.0,293.0,281.0,246.0,219.0,53.0,216437,Wallace
178594,21.0,190.5,183,69.0,75.0,204.0,193.0,282.0,274.0,240.0,215.0,53.0,216437,Wallace
178596,21.0,190.5,183,66.0,74.0,204.0,193.0,273.0,274.0,228.0,208.0,53.0,216437,Wallace
178597,21.0,190.5,183,65.0,76.0,197.0,181.0,267.0,274.0,223.0,206.0,53.0,216437,Wallace
178598,20.0,190.5,183,63.0,76.0,189.0,174.0,265.0,264.0,219.0,200.0,53.0,216437,Wallace
178599,20.0,190.5,183,63.0,76.0,189.0,174.0,265.0,264.0,219.0,200.0,53.0,216437,Wallace
178600,20.0,190.5,183,63.0,76.0,189.0,174.0,265.0,264.0,219.0,200.0,53.0,216437,Wallace
178601,13.0,190.5,183,63.0,76.0,189.0,174.0,265.0,264.0,219.0,200.0,53.0,216437,Wallace
178592,21.0,190.5,183,72.0,80.0,216.0,204.0,293.0,281.0,246.0,219.0,53.0,216437,Wallace
